OriginalFeature0,OriginalFeature1,OriginalFeature2,OriginalFeature3,OriginalFeature4,OriginalFeature5,OriginalFeature6,OriginalFeature7,True1,True2,True3,True4,Pred1,Pred2,Pred3,Pred4
28.0,-122.5348508,-444.5561036,84.20682407,-69.54279922,-387.6295732,1437.570728,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,-444.5561036,84.20682407,-69.54279922,-387.6295732,-152.4231773,1285.14755,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,84.20682407,-69.54279922,-387.6295732,-152.4231773,-33.46227294,1251.685278,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,-69.54279922,-387.6295732,-152.4231773,-33.46227294,-76.33742102,1175.347856,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,-387.6295732,-152.4231773,-33.46227294,-76.33742102,15.12188281,1190.469739,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,-152.4231773,-33.46227294,-76.33742102,15.12188281,-83.11783623,1107.351903,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,-33.46227294,-76.33742102,15.12188281,-83.11783623,128.0430352,1235.394938,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,-76.33742102,15.12188281,-83.11783623,128.0430352,-71.08980027,1164.305138,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,15.12188281,-83.11783623,128.0430352,-71.08980027,272.3705725,1436.675711,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,-83.11783623,128.0430352,-71.08980027,272.3705725,87.16855797,1523.844268,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,128.0430352,-71.08980027,272.3705725,87.16855797,-55.48724437,1468.357024,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,-71.08980027,272.3705725,87.16855797,-55.48724437,103.3181096,1571.675134,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,272.3705725,87.16855797,-55.48724437,103.3181096,-80.59320669,1491.081927,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,87.16855797,-55.48724437,103.3181096,-80.59320669,237.6425008,1728.724428,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,-55.48724437,103.3181096,-80.59320669,237.6425008,50.59690013,1779.321328,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,103.3181096,-80.59320669,237.6425008,50.59690013,47.54677724,1826.868105,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,-80.59320669,237.6425008,50.59690013,47.54677724,-156.7879873,1670.080118,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,237.6425008,50.59690013,47.54677724,-156.7879873,-237.1188981,1432.96122,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,50.59690013,47.54677724,-156.7879873,-237.1188981,135.2873466,1568.248566,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,47.54677724,-156.7879873,-237.1188981,135.2873466,114.355889,1682.604455,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,-156.7879873,-237.1188981,135.2873466,114.355889,25.46556254,1708.070018,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,-237.1188981,135.2873466,114.355889,25.46556254,-41.09362346,1666.976394,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,135.2873466,114.355889,25.46556254,-41.09362346,-147.3312044,1519.64519,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,114.355889,25.46556254,-41.09362346,-147.3312044,401.7007425,1921.345933,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,71.0,83.0,365.4644854,286.5259452,336.8022774,1406.792708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,83.0,365.4644854,286.5259452,336.8022774,415.2894226,1822.082131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.0,365.4644854,286.5259452,336.8022774,415.2894226,96.14257757,1918.224708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,286.5259452,336.8022774,415.2894226,96.14257757,117.5560088,2035.780717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,336.8022774,415.2894226,96.14257757,117.5560088,55.48089004,2091.261607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,415.2894226,96.14257757,117.5560088,55.48089004,-156.9025929,1934.359014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,96.14257757,117.5560088,55.48089004,-156.9025929,243.1786152,2177.537629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,117.5560088,55.48089004,-156.9025929,243.1786152,161.5580386,2339.095668,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,55.48089004,-156.9025929,243.1786152,161.5580386,366.8502388,2705.945907,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,-156.9025929,243.1786152,161.5580386,366.8502388,-32.20802017,2673.737887,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,243.1786152,161.5580386,366.8502388,-32.20802017,112.7045098,2786.442396,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,161.5580386,366.8502388,-32.20802017,112.7045098,117.4538005,2903.896197,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,366.8502388,-32.20802017,112.7045098,117.4538005,522.751364,3426.647561,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,-32.20802017,112.7045098,117.4538005,522.751364,352.6983382,3779.345899,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,112.7045098,117.4538005,522.751364,352.6983382,-163.9436138,3615.402285,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,117.4538005,522.751364,352.6983382,-163.9436138,111.4421069,3726.844392,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,522.751364,352.6983382,-163.9436138,111.4421069,99.97948448,3826.823877,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,352.6983382,-163.9436138,111.4421069,99.97948448,160.1421741,3986.966051,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,-163.9436138,111.4421069,99.97948448,160.1421741,-114.1493911,3872.81666,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,111.4421069,99.97948448,160.1421741,-114.1493911,-212.7504507,3660.066209,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,99.97948448,160.1421741,-114.1493911,-212.7504507,-339.7179519,3320.348257,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,160.1421741,-114.1493911,-212.7504507,-339.7179519,-194.0128996,3126.335357,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,-114.1493911,-212.7504507,-339.7179519,-194.0128996,210.9131565,3337.248514,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,-212.7504507,-339.7179519,-194.0128996,210.9131565,-85.20581628,3252.042698,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,-339.7179519,-194.0128996,210.9131565,-85.20581628,234.1949577,3486.237655,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,-194.0128996,210.9131565,-85.20581628,234.1949577,-3.954120888,3482.283534,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,210.9131565,-85.20581628,234.1949577,-3.954120888,295.5993403,3777.882875,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,-85.20581628,234.1949577,-3.954120888,295.5993403,19.73553662,3797.618411,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,234.1949577,-3.954120888,295.5993403,19.73553662,6.042230951,3803.660642,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,-3.954120888,295.5993403,19.73553662,6.042230951,0.744029331,3804.404672,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,295.5993403,19.73553662,6.042230951,0.744029331,34.02559013,3838.430262,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,19.73553662,6.042230951,0.744029331,34.02559013,-490.1508054,3348.279456,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,6.042230951,0.744029331,34.02559013,-490.1508054,674.7951148,4023.074571,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,0.744029331,34.02559013,-490.1508054,674.7951148,-84.64948308,3938.425088,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,34.02559013,-490.1508054,674.7951148,-84.64948308,113.3004553,4051.725543,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,-490.1508054,674.7951148,-84.64948308,113.3004553,248.1189367,4299.84448,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,674.7951148,-84.64948308,113.3004553,248.1189367,-88.73448789,4211.109992,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,-84.64948308,113.3004553,248.1189367,-88.73448789,360.9479237,4572.057916,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,113.3004553,248.1189367,-88.73448789,360.9479237,77.30353029,4649.361446,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,248.1189367,-88.73448789,360.9479237,77.30353029,200.6115843,4849.97303,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,-88.73448789,360.9479237,77.30353029,200.6115843,376.9164735,5226.889504,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,360.9479237,77.30353029,200.6115843,376.9164735,105.1659166,5332.05542,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,77.30353029,200.6115843,376.9164735,105.1659166,113.111485,5445.166905,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,200.6115843,376.9164735,105.1659166,113.111485,7.762720476,5452.929626,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,376.9164735,105.1659166,113.111485,7.762720476,68.02879006,5520.958416,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,105.1659166,113.111485,7.762720476,68.02879006,537.0977759,6058.056192,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,113.111485,7.762720476,68.02879006,537.0977759,155.0842928,6213.140485,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,7.762720476,68.02879006,537.0977759,155.0842928,-151.0929385,6062.047546,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,68.02879006,537.0977759,155.0842928,-151.0929385,129.6605953,6191.708141,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,83.0,365.4644854,286.5259452,336.8022774,269.6263816,1676.41909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.0,365.4644854,286.5259452,336.8022774,269.6263816,-73.04709222,1603.371997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,286.5259452,336.8022774,269.6263816,-73.04709222,266.7496407,1870.121638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,336.8022774,269.6263816,-73.04709222,266.7496407,205.6156851,2075.737323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,269.6263816,-73.04709222,266.7496407,205.6156851,447.9534399,2523.690763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,-73.04709222,266.7496407,205.6156851,447.9534399,324.2941414,2847.984904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,266.7496407,205.6156851,447.9534399,324.2941414,-104.5302198,2743.454685,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,205.6156851,447.9534399,324.2941414,-104.5302198,84.72039509,2828.17508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,447.9534399,324.2941414,-104.5302198,84.72039509,162.0013958,2990.176475,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,324.2941414,-104.5302198,84.72039509,162.0013958,145.9021081,3136.078584,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,-104.5302198,84.72039509,162.0013958,145.9021081,-215.987488,2920.091096,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,84.72039509,162.0013958,145.9021081,-215.987488,-53.70337156,2866.387724,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,162.0013958,145.9021081,-215.987488,-53.70337156,544.0856262,3410.47335,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,145.9021081,-215.987488,-53.70337156,544.0856262,-57.82729997,3352.64605,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,-215.987488,-53.70337156,544.0856262,-57.82729997,380.8385341,3733.484584,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,-53.70337156,544.0856262,-57.82729997,380.8385341,299.9134027,4033.397987,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,544.0856262,-57.82729997,380.8385341,299.9134027,-19.40032031,4013.997667,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,-57.82729997,380.8385341,299.9134027,-19.40032031,443.4734515,4457.471118,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,380.8385341,299.9134027,-19.40032031,443.4734515,58.74649566,4516.217614,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,299.9134027,-19.40032031,443.4734515,58.74649566,-37.24767235,4478.969942,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,-19.40032031,443.4734515,58.74649566,-37.24767235,0.039540557,4479.009482,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,443.4734515,58.74649566,-37.24767235,0.039540557,-167.0692022,4311.94028,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,58.74649566,-37.24767235,0.039540557,-167.0692022,261.5427626,4573.483043,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,-37.24767235,0.039540557,-167.0692022,261.5427626,347.194335,4920.677378,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,0.039540557,-167.0692022,261.5427626,347.194335,-65.96168475,4854.715693,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,-167.0692022,261.5427626,347.194335,-65.96168475,-74.70916433,4780.006528,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,261.5427626,347.194335,-65.96168475,-74.70916433,-176.4996373,4603.506891,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,347.194335,-65.96168475,-74.70916433,-176.4996373,408.1919125,5011.698804,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,-65.96168475,-74.70916433,-176.4996373,408.1919125,235.3741772,5247.072981,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,-74.70916433,-176.4996373,408.1919125,235.3741772,283.0782896,5530.15127,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,-176.4996373,408.1919125,235.3741772,283.0782896,442.8062162,5972.957487,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,408.1919125,235.3741772,283.0782896,442.8062162,-164.1351153,5808.822371,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,235.3741772,283.0782896,442.8062162,-164.1351153,707.3456154,6516.167987,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,283.0782896,442.8062162,-164.1351153,707.3456154,411.3328012,6927.500788,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,442.8062162,-164.1351153,707.3456154,411.3328012,70.28291547,6997.783703,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,-164.1351153,707.3456154,411.3328012,70.28291547,469.8103273,7467.594031,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,707.3456154,411.3328012,70.28291547,469.8103273,-152.2336549,7315.360376,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,411.3328012,70.28291547,469.8103273,-152.2336549,507.6014621,7822.961838,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,70.28291547,469.8103273,-152.2336549,507.6014621,394.1509741,8217.112812,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,469.8103273,-152.2336549,507.6014621,394.1509741,-48.79007916,8168.322733,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,-152.2336549,507.6014621,394.1509741,-48.79007916,-58.39676764,8109.925965,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,507.6014621,394.1509741,-48.79007916,-58.39676764,-122.5520334,7987.373932,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,394.1509741,-48.79007916,-58.39676764,-122.5520334,449.4822513,8436.856183,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,-48.79007916,-58.39676764,-122.5520334,449.4822513,274.2442907,8711.100474,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48.0,-58.39676764,-122.5520334,449.4822513,274.2442907,318.0461874,9029.146661,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,-122.5520334,449.4822513,274.2442907,318.0461874,186.7620152,9215.908677,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,449.4822513,274.2442907,318.0461874,186.7620152,-78.90321223,9137.005464,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,274.2442907,318.0461874,186.7620152,-78.90321223,555.0725791,9692.078043,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.0,365.4644854,286.5259452,336.8022774,269.6263816,23.60656305,1282.025653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,286.5259452,336.8022774,269.6263816,23.60656305,169.9038785,1451.929531,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,336.8022774,269.6263816,23.60656305,169.9038785,339.2272667,1791.156798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,269.6263816,23.60656305,169.9038785,339.2272667,124.1947489,1915.351547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,23.60656305,169.9038785,339.2272667,124.1947489,205.3985306,2120.750077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,169.9038785,339.2272667,124.1947489,205.3985306,13.37911432,2134.129192,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,339.2272667,124.1947489,205.3985306,13.37911432,114.8122466,2248.941438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,124.1947489,205.3985306,13.37911432,114.8122466,395.429987,2644.371425,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,205.3985306,13.37911432,114.8122466,395.429987,541.2992489,3185.670674,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,13.37911432,114.8122466,395.429987,541.2992489,358.5057191,3544.176393,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,114.8122466,395.429987,541.2992489,358.5057191,-136.3645911,3407.811802,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,395.429987,541.2992489,358.5057191,-136.3645911,203.7741218,3611.585924,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,541.2992489,358.5057191,-136.3645911,203.7741218,156.4027819,3767.988706,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18.0,358.5057191,-136.3645911,203.7741218,156.4027819,103.6932098,3871.681916,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,-136.3645911,203.7741218,156.4027819,103.6932098,438.6585459,4310.340461,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,203.7741218,156.4027819,103.6932098,438.6585459,-157.1430866,4153.197375,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,156.4027819,103.6932098,438.6585459,-157.1430866,143.049074,4296.246449,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,103.6932098,438.6585459,-157.1430866,143.049074,315.4142568,4611.660706,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,438.6585459,-157.1430866,143.049074,315.4142568,-92.40676651,4519.253939,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,-157.1430866,143.049074,315.4142568,-92.40676651,521.7031098,5040.957049,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,143.049074,315.4142568,-92.40676651,521.7031098,-2.939522665,5038.017526,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,315.4142568,-92.40676651,521.7031098,-2.939522665,-79.58633459,4958.431192,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,-92.40676651,521.7031098,-2.939522665,-79.58633459,370.541462,5328.972654,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,521.7031098,-2.939522665,-79.58633459,370.541462,-369.8663702,4959.106283,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,-2.939522665,-79.58633459,370.541462,-369.8663702,-73.78776787,4885.318516,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,-79.58633459,370.541462,-369.8663702,-73.78776787,-61.46125372,4823.857262,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,370.541462,-369.8663702,-73.78776787,-61.46125372,3.715039281,4827.572301,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,-369.8663702,-73.78776787,-61.46125372,3.715039281,165.3201862,4992.892487,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,-73.78776787,-61.46125372,3.715039281,165.3201862,-87.85693273,4905.035555,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,-61.46125372,3.715039281,165.3201862,-87.85693273,116.6040294,5021.639584,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,3.715039281,165.3201862,-87.85693273,116.6040294,39.75386378,5061.393448,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,165.3201862,-87.85693273,116.6040294,39.75386378,177.5957873,5238.989235,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,-87.85693273,116.6040294,39.75386378,177.5957873,196.3561971,5435.345432,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,116.6040294,39.75386378,177.5957873,196.3561971,259.6522125,5694.997645,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,39.75386378,177.5957873,196.3561971,259.6522125,212.5146767,5907.512321,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,177.5957873,196.3561971,259.6522125,212.5146767,-130.0962017,5777.41612,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,196.3561971,259.6522125,212.5146767,-130.0962017,-17.40473316,5760.011386,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,259.6522125,212.5146767,-130.0962017,-17.40473316,226.3443027,5986.355689,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,212.5146767,-130.0962017,-17.40473316,226.3443027,212.251995,6198.607684,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,-130.0962017,-17.40473316,226.3443027,212.251995,725.752439,6924.360123,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,-17.40473316,226.3443027,212.251995,725.752439,204.5216074,7128.881731,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,226.3443027,212.251995,725.752439,204.5216074,-121.0579198,7007.823811,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,212.251995,725.752439,204.5216074,-121.0579198,142.3641205,7150.187931,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
48.0,725.752439,204.5216074,-121.0579198,142.3641205,67.44343745,7217.631369,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,204.5216074,-121.0579198,142.3641205,67.44343745,536.4775322,7754.108901,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,-121.0579198,142.3641205,67.44343745,536.4775322,332.8091376,8086.918039,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,142.3641205,67.44343745,536.4775322,332.8091376,-105.0882264,7981.829812,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,286.5259452,336.8022774,269.6263816,23.60656305,34.56322864,1316.588881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.0,336.8022774,269.6263816,23.60656305,34.56322864,131.1402507,1447.729132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,269.6263816,23.60656305,34.56322864,131.1402507,273.282429,1721.011561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.0,23.60656305,34.56322864,131.1402507,273.282429,175.8147815,1896.826342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,34.56322864,131.1402507,273.282429,175.8147815,-78.13453078,1818.691812,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,131.1402507,273.282429,175.8147815,-78.13453078,176.2332289,1994.925041,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.0,273.282429,175.8147815,-78.13453078,176.2332289,-5.646900491,1989.27814,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.0,175.8147815,-78.13453078,176.2332289,-5.646900491,396.6154816,2385.893622,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,-78.13453078,176.2332289,-5.646900491,396.6154816,9.229199666,2395.122821,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,176.2332289,-5.646900491,396.6154816,9.229199666,48.55497457,2443.677796,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,-5.646900491,396.6154816,9.229199666,48.55497457,208.8638212,2652.541617,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.0,396.6154816,9.229199666,48.55497457,208.8638212,-196.7980481,2455.743569,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
